,Username,Tweet,Date,Number of Retweets,Number of Likes,Number of Followers
21,WomenInTheArts,"“We brought along our joyful songs, our stories wise and true.” Read #FaithRinggold’s ode to all the unique people who shaped the United States, ""We Came to America,"" now available in the Museum Shop. https://t.co/qGQO7gtJZw #BlackoutBestsellerList https://t.co/wGx1mEdz8o",2020-06-18 12:00:20,9,27,57593
22,WomenInTheArts,"Support local art this Saturday evening during the National Arts Drive! 🚗 Roll and stroll through participating neighborhoods to see, hear, and support local artists. https://t.co/Jl6Ogy9q3P @RAW_artists https://t.co/uWnvS0j77M",2020-06-18 00:00:19,5,10,57593
23,WomenInTheArts,#BLACKLIVESMATTER: A PHOTO COLLECTIVE—Over 100 photographers from across the world have come together to contribute one print and donate 100% of the proceeds. Pick up a print while also donating to an important cause. https://t.co/25y9bNrc4S https://t.co/Z2b2VIpHE6,2020-06-17 00:00:10,17,26,57593
24,WomenInTheArts,@TRAPBOB 💖💖💖,2020-06-16 20:43:26,0,0,57593
25,WomenInTheArts,"#ArtemisiaGentileschi"" Let us not allow sexual violence to define the artist
https://t.co/gVvJRtyEpC https://t.co/FFwf8qeW7a",2020-06-16 18:00:21,2,14,57593
26,WomenInTheArts,"Our #PrideMonth highlights continue with #HarmonyHammond! 🌈 Hammond’s semi-abstract imagery alludes to both personal and political content. More recently, she has developed mixed-media paintings, incorporating roots, hair, leaves, and other found objects. https://t.co/flAB5WQz5P https://t.co/XZxegNLlj7",2020-06-16 12:00:13,4,11,57593
27,WomenInTheArts,"#FaithRinggold Will Keep Fighting Back—After the loss of her husband and a pandemic lockdown, this ardent activist was creatively blocked. Now, after watching the protests, she is inspired again. https://t.co/3dOgNcssQK @nytimes https://t.co/mLnighbeC2",2020-06-15 12:00:21,22,70,57593
28,WomenInTheArts,".@aestheticamag is a destination for art and culture. Each edition introduces ground-breaking women artists that push the boundaries of form and concept. Throughout June, NMWA followers receive 50% off subscriptions with CODE: NMWA12 https://t.co/VzlZ3Wly8Z https://t.co/wm66sFzwfT",2020-06-14 21:00:08,7,17,57593
29,WomenInTheArts,"Let a Week of the Arts Offer Uplift—Unwind anytime with free restorative yoga, 92 films from @VeniceICA's Fine Arts Film Festival, online exhibition ""#DelitaMartin: Calling Down the Spirits,"" and more. https://t.co/FgxihcXd1T @nytimes https://t.co/L1MV6e4diz",2020-06-14 12:00:19,6,25,57593
30,WomenInTheArts,"MASTERS: Safiyah Cheatam—A studio visit with #SafiyahCheatam, Afrofuturist, conceptual and social practice artist, @UMBC Intermedia &amp; Digital Arts MFA Candidate https://t.co/NJhZkkMb4j @bmoreart1 https://t.co/2Ar3lIUklx",2020-06-13 21:00:09,6,16,57593
31,WomenInTheArts,TODAY at 3 p.m.: join @adriennemaree with @TananariveDue and @monicaacoleman for the fifth #OctaviaTried to Tell Us webinar! Register now ➞ https://t.co/xKHQhrQ7ex https://t.co/oUOzMZVqtO,2020-06-13 12:00:15,6,12,57593
32,WomenInTheArts,"In this week's #ArtFixFriday: @nytimes remembers Harlem mystery writer #GraceEdwards; @ArtinAmerica publishes an essay by #JasmineWahi (@brwngirlcurator), @BronxMuseum's social justice curator and co-founder of @PforEmptySpace, and more. https://t.co/N92J4kDa72 https://t.co/AqfzeTPsY6",2020-06-13 00:02:43,5,19,57593
33,WomenInTheArts,"In honor of #PrideMonth, we're highlighting #LGBTQ artists in our collection and exhibitions. 🌈  @nangoldin1's is known for her intimate depictions of and ardent advocacy for the #LGBTQ community and the opioid epidemic. https://t.co/laZKm3VAkk #Pride https://t.co/VylLVjqob1",2020-06-12 18:00:24,5,17,57593
34,WomenInTheArts,"'We Just Want to Live.' Photographers Share What They Experienced While Covering Protests Across America—From Los Angeles to Charleston, TIME asked photographers who documented what was happening to tell us what they saw. https://t.co/gsEUkvQfj2 https://t.co/fNfxiOJoev",2020-06-11 12:00:18,8,22,57593
35,WomenInTheArts,"Happy first birthday, @zoramag! 🎉 @zoramag is a publication for women of color, giving women of color a place where they are seen and heard. Explore a sampling of favorite pieces, showcasing personal essays, newsworthy opinion pieces, and interviews. https://t.co/xVlB9ULX5n https://t.co/T9AZEqIwjS",2020-06-10 20:31:10,9,14,57593
36,WomenInTheArts,"#LindaNochlin was a renowned scholar, critic, and curator who, beginning in the 1960s, tore through traditional ways of seeing and understanding art. Learn more about Nochlin and the exhibition and LibGuide ""Linda Nochlin: The Maverick She."" https://t.co/icann8iR94 https://t.co/yigCqLsqp0",2020-06-10 12:00:23,19,56,57593
37,WomenInTheArts,"5 Fast Facts: #LolaÁlvarezBravo—As one of Mexico’s first professional women photographers, #LolaÁlvarezBravo documented daily life in Mexico and portrayed an array of international leaders. She was also a teacher, curator, film director, and gallery owner. https://t.co/UNF7LLFmeq https://t.co/jxq9ETcEQq",2020-06-09 12:00:20,18,41,57593
38,WomenInTheArts,#CarolineWhite's (@CarolineWPhoto) Portraits of Isolated New Yorkers Invoke Legendary Photographer #MargaretBourkeWhite (Who Happens to Be Her Great-Aunt)—White's new photographs document life in self isolation. https://t.co/eOQ07AzNrh @artnet https://t.co/8ASDJkj9H1,2020-06-09 00:00:09,4,8,57593
39,WomenInTheArts,"Who's ready for some HANDS-on learning? ✋ Apply now for Fall 2020 internships at #NMWA! Get hands-on museum experience while championing women artists with us. Applications close Wednesday, June 10. https://t.co/3AHGs53EpK

🖼: #FrançoiseGilot, ""Genetic Patterns,"" 1991 https://t.co/dEisLEk1nA",2020-06-08 18:00:15,8,14,57593
40,WomenInTheArts,"""With my art . . . it’s really about re-making our vision of ourselves as people of color who embrace color and live beyond the boundaries of color.""—@QuestSkinner

Hear more from the inspiring @QuestSkinner, who painted our plywood yesterday! https://t.co/BQYR5Awgqw @burningman https://t.co/0yGTxBzvwR",2020-06-08 12:00:19,4,9,57593
41,WomenInTheArts,"Artists Are Paying Tribute on Social Media to George Floyd, Breonna Taylor, and Other Black Americans Killed by the Police—Artists have taken to Instagram to pay their respects. https://t.co/CIg7SOG4rh @artnet https://t.co/Uf3OdaPrkk",2020-06-07 21:00:04,13,33,57593
42,WomenInTheArts,We’re not done painting our plywood yet—check out local artist @Questskinner at work today at the museum! 🎨 https://t.co/yhvVquF2Hm,2020-06-07 15:22:45,24,144,57593
43,WomenInTheArts,"“I think art is the number one tool for expression.""—@TRAPBOB

Hear more from @TRAPBOB, the incredible local artist who painted our plywood today! https://t.co/54pNvu5bmz @washingtonpost https://t.co/PdXJgKIZFw",2020-06-07 00:00:04,23,62,57593
44,WomenInTheArts,@madigarrett8 Thank you! We're honored you think so highly of us and hope to see you around.,2020-06-06 18:23:06,0,1,57593
45,WomenInTheArts,@madigarrett8 ❤️,2020-06-06 17:57:46,0,1,57593
46,WomenInTheArts,... AND @TRAPBOB is here painting! Swing by New York Ave and 13th St NW to check out the art and refuel. https://t.co/tL9waQmRpr,2020-06-06 17:15:38,8,44,57593
47,WomenInTheArts,"Masks on, supplies out, staff ready. 💪 If you're at the D.C. protests today and need supplies, come to New York Ave and 13th St NW. NMWA staff volunteers will be distributing water, snacks, and more until supplies last. https://t.co/cnv4o8vVgA",2020-06-06 17:15:38,102,338,57593
48,WomenInTheArts,"📢 Today starting at 11 a.m., NMWA staff will be at the museum handing out water and snacks to protestors. The museum is located at 1250 New York Ave NW, Washington, D.C. 20005 and we will be distributing supplies at our 13th Street entrance until supplies last. [📷: NMWA Staff] https://t.co/TqOhs0lVa5",2020-06-06 13:15:02,77,194,57593
49,WomenInTheArts,"This week in #ArtFixFriday: @NewYorker profiled poet #WandaColeman, @NEAarts revisited a conversation with two-time @NationalBook winner #JesmynWard (@jesmimi), @harpersbazaarus profiled @TraceeEllisRoss—and more. https://t.co/s03P8vowAs https://t.co/ObiOZp3Ppq",2020-06-06 00:00:07,6,18,57593
50,WomenInTheArts,"Join Femme Fatale DC from 5-8 p.m. for United For Black Lives, a night of solidarity, art, poster making and activism. ⁣🎨  All art will be donated to @FFDC2020 and They/Them Collective ahead of weekend protests. https://t.co/G1c62CHUcc https://t.co/WDrHtwxzaM",2020-06-05 18:00:22,0,8,57593
51,WomenInTheArts,"In honor of #BreonnaTaylor's birthday today, #BirthdayForBreonna and @battymamzelle are calling on everyone to share art, poetry, music, and other remembrances with #SayHerName and #BirthdayForBreonna. https://t.co/djuDgHREP1 🖼: @arielsinhaha https://t.co/T8aTDygqHn",2020-06-05 12:36:38,36,67,57593
52,WomenInTheArts,"How Do We “Rehearse Care”?—Inspired by #AudreLorde, the June 6 session of @gasdotgallery's ""Care Practice: Recipes for Resilience"" will consider “how we can each better use our influence and voice.” https://t.co/1YFge5r6Rw @hyperallergic https://t.co/4AnUBHVwF8",2020-06-05 12:00:19,2,4,57593
53,WomenInTheArts,Grants available to women visual artists in Georgia impacted by the Covid-19 pandemic—Applications to receive grants from the Georgia Committee of the National Museum of Women in the Arts are due by June 7 at noon EDT. https://t.co/zaP26LNfh7 @artsatlorg https://t.co/AstNQXsInV,2020-06-05 00:00:05,3,16,57593
54,WomenInTheArts,"In honor of #PrideMonth, we're highlighting #LGBTQ artists in our collection and exhibitions. 🌈 Today's artist: @mickalenethomas, who creates inventive works of African American women that examine, extend, &amp; subvert concepts of female identity and beauty. https://t.co/4t3Ix6EjG5 https://t.co/CBnb2xEooP",2020-06-04 18:00:17,26,50,57593
55,WomenInTheArts,Antiracist Reading List—A list of nonfiction books to help examine anti-Black racism and the fight for antiracism in the United States from @thestackspod_  on @Bookshop_Org. https://t.co/5DjFElk3i1 https://t.co/BkAwi1aHJC,2020-06-04 12:00:24,5,13,57593
56,WomenInTheArts,"It's entertainer #JosephineBaker's birthday—Baker aided the French Resistance during WWII and used her fame and fortune to support the U.S. Civil Rights Movement. ""American Collection #4: Jo Baker’s Bananas"" (1997) by fellow activist #FaithRinggold depicts Baker's “Banana Dance."" https://t.co/mgOSviYiNf",2020-06-03 22:30:05,17,50,57593
57,WomenInTheArts,"@DeborahHodder1 @ArTallks Hi, Deborah—thanks for these fantastic questions and concerns. You can find some answers and more information here: https://t.co/lpF9VkBoOT

If you have further questions, please feel free to email us at webmaster@nmwa.org.",2020-06-02 19:59:08,0,3,57593
58,WomenInTheArts,"We join Dr. Bunch and the wider museum community in committing to a better future, one that we demand from each other, and we demand from ourselves.

Read Dr. Bunch's full statement ➞ https://t.co/vzYeTgaZHu (4/4)",2020-06-01 22:59:50,5,12,57593
59,WomenInTheArts,"At the National Museum of Women in the Arts, founded more than 30 years ago to redefine traditional histories of art that excluded women, we are committed to uplifting marginalized voices and promoting social change. There is no easy formula for achieving this change. (3/4)",2020-06-01 22:59:49,4,14,57593
60,WomenInTheArts,"state unequivocally that #BlackLivesMatter. To be lasting, change must happen at every level of society, and in every sphere, including the arts. Black women artists’ work remains consistently overlooked and woefully undervalued in museum collections. We have far to go. (2/4)",2020-06-01 22:59:49,4,9,57593
61,WomenInTheArts,"We stand in solidarity with @SmithsonianSec Lonnie G. Bunch III and his May 31, 2020 statement related to violent attacks against Black people and the struggle to maintain our democracy. It is important to add our voices and use our platform to amplify his words, and (1/4)",2020-06-01 22:59:49,10,30,57593
62,WomenInTheArts,"#EmmaAmos, Painter Who Challenged Racism and Sexism, Dies at 83—Early in her career she created brightly colored scenes of black middle-class domestic life. Her later work was increasingly personal and experimental. @nytimes https://t.co/1z4EvMlf1h https://t.co/5iOdzxnfg8",2020-06-01 19:00:20,22,55,57593
63,WomenInTheArts,"TOMORROW: Join @FilmForumNYC for a Live Virtual Q&amp;A with sculptor #UrsulaVonRydingsvard &amp; #DanielTraub, Filmmaker of ""Ursula von Rydingsvard: Into Her Own,"" moderated by #MollyDonovan, Curator of Contemporary Art @ngadc. Register now ➞ https://t.co/wPIOW94w1a https://t.co/Rnrj0qjGta",2020-05-30 21:00:07,1,6,57593
64,WomenInTheArts,"Artists Create a Mural Honoring George Floyd at the Site of His Murder—The painting has become a memorial site to honor and mourn Floyd, and is the work of #XenaGoldman, @cadex_h, and #GretaMcLain, with @NikoAlexander9 and @BillyNigel1. https://t.co/jVYmxzFhxv @hyperallergic https://t.co/0KJLS1UeBe",2020-05-30 13:00:14,27,69,57593
65,WomenInTheArts,".@ava launches @ARRAYNow, an online education platform to dig deeper into her films’ social themes—The award-winning filmmaker is creating an educational resource to help unpack the important issues at the heart of her projects. https://t.co/5R386CwoGA @FastCompany https://t.co/lYK590smwd",2020-05-30 00:00:10,2,6,57593
66,WomenInTheArts,"In this week's Art Fix Friday: @frieze_magazine features an op-ed by #KaraWalker about lockdown, trauma, and racial justice; @Hyperallergic celebrates #CarmenHerrera, who turns 105 tomorrow; artist and writer #EtelAdnan has won the @griffinpoetry—and more. https://t.co/tGwiMJHD6C https://t.co/PDQBDk1myJ",2020-05-29 18:00:20,1,8,57593
67,WomenInTheArts,"Hello, women artists of Georgia! 📣 The Georgia Committee of the National Museum of Women in the Arts is offering grants to practicing women, femme-identifying and non-binary visual artists living in Georgia. Applications due by noon (EDT), Sunday, June 7. https://t.co/0DErefWCQW https://t.co/dl3kEiCera",2020-05-29 12:00:19,4,5,57593
68,WomenInTheArts,"Korean-born #JihaMoon's (@JihaMoon) bicultural experiences directly inform the content and style of her mixed-media works. In her artwork, she explores how to transcend traditional cultural and societal systems. 🍑  https://t.co/FXCv5yPctt #APAHM https://t.co/6vZ2WXFl5U",2020-05-29 00:00:34,5,10,57593
69,WomenInTheArts,"For @artukdotorg's self-portrait #OnlineArtExchange, we're highlighting ""10 Self-Portraits By Women Artists,"" a @googlearts online exhibition with works from @ngma_delhi, @BritishCouncil, @americanart, @SCADMOA, @smithsoniannpg, @elolmedo_mx, and more! https://t.co/LtPvFnGWmC https://t.co/isChwvBf57",2020-05-28 15:00:24,19,54,57593
70,WomenInTheArts,#EdnaReindel: An Inspiring Artist for an Unprecedented Time—Reindel’s “Women at War” paintings express her viewpoint that humans endure—and even thrive—during challenging times when they work communally and pursue equity. https://t.co/C5eMe2mcUG https://t.co/46W8imlxtw,2020-05-28 12:00:21,11,20,57593
71,WomenInTheArts,"By Redeploying Its Staff in Some Surprising New Ways, Texas’s @blantonmuseum Has Managed to Avoid Job Cuts Entirely—Museum director #SimoneWicha has found new projects for staff most at risk of losing their jobs during the shutdown. https://t.co/VWoJcIDr9E @artnet https://t.co/A8xbk3HzCH",2020-05-28 00:00:09,6,13,57593
72,WomenInTheArts,"Who's ready for some HANDS-on learning? ✋ #NMWA is now accepting applications for Fall 2020 internships through June 10. Get valuable, hands-on museum experience while championing women artists with us. https://t.co/3AHGs53EpK

🖼: #FrançoiseGilot, ""Genetic Patterns,"" 1991 https://t.co/7CpYGii1Em",2020-05-27 18:00:25,5,11,57593
73,WomenInTheArts,"P&amp;P Live! Parker and Jessica Curry, #ParkerLooksUp—Join @PoliticsProse for a virtual storytime at 10 a.m. with the mother-daughter team (@_parkercurry) behind this bestselling picture book featuring #AmySherald’s portrait of @MichelleObama @smithsoniannpg. https://t.co/If0bHPB0en https://t.co/nvyGZNPswl",2020-05-27 12:00:23,6,16,57593
74,WomenInTheArts,"Art Keeps Collectors Going: #KylieYing—@artsy interviews #KylieYing, Shanghai-based art collector who primarily supports emerging women artists. https://t.co/Oxyd0Me3rU https://t.co/L2JaedNUMI",2020-05-27 00:00:09,4,8,57593
75,WomenInTheArts,"Feel-Good Animations That Offer a Break From Reality—E-Motionø Support Group, an online group show curated by #LaurenPowell, showcases animations by 39 artists “to help you feel better.” https://t.co/c3F3flZnmb @hyperallergic",2020-05-26 18:00:19,3,7,57593
76,WomenInTheArts,"Gallery: National Museum of Women in the Arts—It's never been easier to get to know #NMWA and its vast and diverse collection of art https://t.co/DJiWjNH2AY
#NMWAatHome @metroweekly https://t.co/fghYjCHrgq",2020-05-26 12:00:18,12,45,57593
77,WomenInTheArts,"'I wanted to give hope': the artists making upbeat coronavirus murals—An ambitious new project aims to create 1,000 new murals across the US to promote hope and community during the pandemic https://t.co/89SZex3Chq @guardian @coriemattie https://t.co/JaOAJbL9m9",2020-05-26 00:00:05,15,29,57593
78,WomenInTheArts,"Iturbide and Kahlo: A Conversation—In 2005, just over 50 years after #FridaKahlo’s death, #GracielaIturbide was commissioned to photograph the contents of the Kahlo’s completely untouched bathroom at her home, which is now @museofridakahlo. https://t.co/fb7JxFUdlq https://t.co/e9U330n0RF",2020-05-25 18:00:17,10,21,57593
79,WomenInTheArts,"Today on #MemorialDay, we remember all of those who have served and sacrificed for their country, and hope that you'll also join us in doing the same.

🖼: #GlennaGoodacre, ""Untitled (Maquette for the Vietnam Women Veteran Memorial),"" 1992 https://t.co/nE4UDXtjCy",2020-05-25 12:00:27,11,29,57593
80,WomenInTheArts,Why These Bangladeshi Women Artists Are Using Creativity To Combat Covid-19 https://t.co/HvsyQO2Am0 @Forbes https://t.co/vUDUaPeynv,2020-05-24 21:00:10,6,25,57593
81,WomenInTheArts,Happy #NationalScavengerHuntDay! 🎉 Celebrate with us by going on a virtual #NMWAatHome scavenger hunt to learn about #5WomenArtists. This activity is great for art lovers of all ages exploring alone or together. https://t.co/8MUjKsg0J6 https://t.co/ROSM0AAnjU,2020-05-24 12:00:10,12,37,57593
82,WomenInTheArts,Midcentury Artist #LenoreTawney Offered a Radical Vision of What Weaving Could Be https://t.co/8DBv7WTlen @ArtinAmerica https://t.co/XVygU8nhAZ,2020-05-23 21:00:12,19,48,57593
83,WomenInTheArts,Celebrate Asian/Pacific American Heritage Month with @apafilm's online film festival! 🎥 Watch 50+ films by Asian/Asian American film makers at home for free through May 31. https://t.co/m8VGrqpsD5 #DCAPAFF2020 #APAHM https://t.co/eYMeTmjxMg,2020-05-23 12:00:11,7,15,57593
84,WomenInTheArts,"In this week's #ArtFixFriday: @nevadaart has acquired #JudyChicago’s archive of materials related to her ""Atmospheres"" works, explore the work of @FatimahAlNemer2 in virtual Saudi Arabian gallery #OzlaArt, join @WCCWLA's Zine Workshop—and more. https://t.co/qBr7COpcQ1 https://t.co/RDYOMhzAJ9",2020-05-23 00:00:08,6,13,57593
85,WomenInTheArts,"@hotegallery @NationalGallery @MuseeOrsay Actually, we're the dog. 😪",2020-05-22 22:02:53,0,1,57593
86,WomenInTheArts,#NMWA Fall 2020 internship applications are now ✨ OPEN! ✨Come champion women in the arts with us while getting museum experience. Applications are open through June 10. https://t.co/vuwyC4FTo6 https://t.co/3mLoikOOhl,2020-05-22 18:00:18,4,8,57593
87,WomenInTheArts,"Happy birthday to #MaryCassatt! 🎈 Recognized as one of the foremost 19th-century American painters and printmakers, Cassatt is known for her prolific career and Impressionist artwork. https://t.co/AHm75ujaCD https://t.co/iObg4VOaHX",2020-05-22 12:00:26,18,71,57593
88,WomenInTheArts,"'She's Challenging You': #AlisonSaar's Sculptures Speak To Race, Beauty, Power https://t.co/6zky3Wkxqy @MorningEdition @NPR https://t.co/xcI45Rg2RI",2020-05-22 00:00:10,11,21,57593
89,WomenInTheArts,"Thanks, @AlbrightKnox, for sharing our #LillyMartinSpencer work for @artukdotorg's #OnlineArtExchange today! We love your collection's #Marisol work ""Mi Mama Y Yo"" (1968) and think it fits the family theme perfectly. 👩‍👧 https://t.co/5OLzzBfyoj https://t.co/rGjRO1aOtB https://t.co/Sv5K5jQ7E3",2020-05-21 12:33:49,5,18,57593
90,WomenInTheArts,15 of the Most Unique Wedding Venues Out There—We're honored to be featured by @brides as one of the most unique wedding venues in the world and can't wait to host even more special events in the future! 👰 https://t.co/2kkLdmFoH8 https://t.co/UhUeFmoLE6,2020-05-21 12:00:21,0,9,57593
91,WomenInTheArts,"Before #YayoiKusama Made ‘Infinity Rooms,’ She Created Standout Political Works—Explore a guide to some of the lesser-known parts of Kusama’s boundary-breaking oeuvre. @artnews https://t.co/EcdCHRauYu",2020-05-21 00:00:10,16,53,57593
92,WomenInTheArts,"Without Craft Fairs, D.C.’s Artists And Makers Find That Going Online Isn’t So Easy https://t.co/9JUo4Ku23l @DCist https://t.co/llOrzTiNSp",2020-05-20 18:00:21,4,9,57593
93,WomenInTheArts,"Known for her work in ceramics, #ToshikoTakaezu glazed her vessels like a painter. In fact, Takaezu's signature closed form ceramics were a response to her desire for a continuous surface to glaze. https://t.co/EJyJUrKJxD #APAHM https://t.co/wdgMcSecWz",2020-05-20 12:00:23,11,32,57593
94,WomenInTheArts,"How One Outsider Artist Reclaimed Her Drab Indoor World—Suddenly confined in a small space, #AfiaZecharia painted every wall. https://t.co/MJUeLfPtnQ @atlasobscura https://t.co/dyhMvL2cqW",2020-05-20 00:00:08,6,18,57593
95,WomenInTheArts,"How Women Helped Revolutionize the Art of Printmaking—A new book examines the collective Atelier 17, whose members redefined beliefs about gender identity and artistic achievement in the 1940s and ’50s. https://t.co/crb8aAiG1K @hyperallergic https://t.co/sjp9upyrqO",2020-05-19 18:00:18,16,26,57593
96,WomenInTheArts,"The @womeninthearts Instagram account won a #Webby People's Voice Award! 🎉 Thank you to everyone who voted—we're so grateful to have you in our community and championing women through the arts.

Catch the online @TheWebbyAwards ceremony at 3 p.m. ➞
 https://t.co/WCWuPq6thz https://t.co/Spmv0yAREX",2020-05-19 17:51:11,7,33,57593
97,WomenInTheArts,@DFMPR @TheWebbyAwards Thank you!,2020-05-19 17:47:33,0,1,57593
98,WomenInTheArts,"Director’s Desk: Illuminating #FridaKahlo—Explore the only Kahlo in a public collection in Washington, D.C. and Kahlo's life with #NMWA director #SusanFisherSterling. https://t.co/csXQc8inoM https://t.co/KPPISm4Z4R",2020-05-19 12:00:20,11,31,57593
