,Username,Tweet,Date,Number of Retweets,Number of Likes,Number of Followers
28,GettyMuseum,@Elsaugo1 Hi! We love this re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-15 16:20:13,0,0,1347456
29,GettyMuseum,@HazeleyArt Wow!,2020-06-15 16:17:02,0,1,1347456
30,GettyMuseum,"Carbonized bread from a bakery in Pompeii on the left, modern re-creation of Roman loaves on the right.

Bread was an essential daily food to the Romans. How to make bread the ancient way: https://t.co/HlvPQ08c1G https://t.co/G7iQbUkCn9",2020-06-13 22:54:30,236,780,1347456
31,GettyMuseum,View Tomoko Sawada’s “OMIAI” series here: https://t.co/6tPCJqViID https://t.co/fJwXo83XwX,2020-06-11 20:11:32,6,17,1347456
32,GettyMuseum,"Did you tell the photographer how you wanted it done?

Sawada: “I told him I was an artist and wanted to make photographs with him. I told him to think that each weekend new girls would show up to make the OMIAI. I didn’t want him to think of me as the same girl...” https://t.co/cFeZcdS945",2020-06-11 20:11:32,3,16,1347456
33,GettyMuseum,Sawada: “Every weekend I went to the hair salon and put on a kimono. Then I went to the photo studio on the street in Japan. I would take a picture and then change my clothes to western dress. Then I would go to the studio again the next weekend.” https://t.co/kjYcxW9R6a,2020-06-11 20:11:32,1,5,1347456
34,GettyMuseum,"What was the process of making that work?

Sawada: “I gained 10 pounds before I started taking the pictures, and in six months I lost 40 pounds because I wanted to look different in each photo. I wanted to change the way my legs looked.” https://t.co/MEs56MBLoc",2020-06-11 20:11:31,1,5,1347456
35,GettyMuseum,"Sawada: “If both sides are interested, they can meet for lunch or dinner accompanied by their parents and steps for marriage proceed from there. In the old days, some people chose their marriage partner just through photographs, without even meeting each other.” https://t.co/YVeTa2CD3x",2020-06-11 20:11:31,0,4,1347456
36,GettyMuseum,"Tell us about OMIAI, the series that represents a traditional Japanese matchmaking technique.

Sawada: “OMIAI is a tradition that is somehow still working today. Usually, there is a matchmaker and photographs are exchanged before the meeting.” https://t.co/lFn9GF281Y",2020-06-11 20:11:31,0,4,1347456
37,GettyMuseum,"What themes are you exploring in your work?

Sawada: “I’m interested in the relationship between inside and outside. If you wear a sexy dress or if you wear kids’ clothes or casual clothes, people treat you differently. Even though you are you no matter what you wear...” https://t.co/bcNgIscQdr",2020-06-11 20:11:30,2,4,1347456
38,GettyMuseum,"When did you start photographing yourself?

Sawada: “I began making self-portraits when I was 19... I can’t even explain in Japanese why I liked them so much. It was instinctual. It’s as if I knew that this was going to be my style, that this is what I wanted to do."" https://t.co/7DBm2mImpx",2020-06-11 20:11:30,0,4,1347456
39,GettyMuseum,"In the series “OMIAI♡,” photographer Tomoko Sawada transformed into 30 different women with the help of costumes, wigs, props, makeup, and weight gain. Here’s a chat we had with her: https://t.co/7ks390EV5o",2020-06-11 20:11:30,17,53,1347456
40,GettyMuseum,"In the 1970s this artwork was seen as so provocative, it triggered the shutdown of an art studio:

https://t.co/3cGp3GauNa",2020-06-11 17:03:08,6,26,1347456
41,GettyMuseum,We're working on a story about nature and photography for next week. Anything you're curious to know?,2020-06-10 18:50:03,10,49,1347456
42,GettyMuseum,"Want to learn more? 🎨

Dive into Alan's story about enhancing visitors' gallery experience through wall color: https://t.co/TCPocccqW3 

#AskGetty",2020-06-10 16:22:49,3,9,1347456
43,GettyMuseum,"The ""Michelangelo"" exhibition had different goals. 

Michelangelo's drawings are delicate and needed to be shown in low light. To create an intimate experience, we chose dark wall colors that matched the chalk, paper, and gold frames of the drawings. https://t.co/WEW3djgEuu",2020-06-10 16:19:20,8,43,1347456
44,GettyMuseum,"For the exhibition ""Power and Pathos"" (2015), we chose blues that would make visitors feel as if they were viewing the bronze sculptures outdoors and in broad daylight. Almost like they were outside in a garden, since this was their original viewing setting. https://t.co/2mGjCOQFYr",2020-06-10 16:18:26,5,24,1347456
45,GettyMuseum,"We recently repainted a few galleries in the West Pavilion. We chose a Victorian Red, because the artworks in the gallery were meant to be displayed in such a setting. https://t.co/rQaGwSB6Tg",2020-06-10 16:17:15,1,7,1347456
46,GettyMuseum,"Here's how we do it.

Designers and curators choose wall colors to meet the goals of each project.

The goal may be to evoke a specific period or mood, but always in ways that complement the art in the gallery. Here are a few examples. https://t.co/ssrG5UBt9Q",2020-06-10 16:16:02,2,9,1347456
47,GettyMuseum,"No time to watch? 

That's okay, just follow this thread below 🙂",2020-06-10 16:15:30,2,2,1347456
48,GettyMuseum,"You asked, ""How do you decide on the wall painting for each gallery?""

Getty designer Alan Konishi explains the process of choosing wall colors and how these enhance the gallery experience.

https://t.co/8FafEWGZMv

What do *you* want to know? Ask us and we'll find out! #AskGetty",2020-06-10 16:15:00,14,42,1347456
49,GettyMuseum,"AERO 370, 1987, Tadao Takano. The J. Paul Getty Museum, Gift of Linda Blackwell Bentley. ©2017 Linda Blackwell Bentley. All rights reserved

FISH 4100, 1989, Tadao Takano. The J. Paul Getty Museum, Gift of Linda Blackwell Bentley ©2017 Linda Blackwell Bentley. All rights reserved",2020-06-09 21:16:39,1,10,1347456
50,GettyMuseum,"On artist Tadao Takano's 1980s experiments with robots, photographic paper, and light:

https://t.co/N3arTqlqcf",2020-06-09 21:16:39,4,20,1347456
51,GettyMuseum,"Tadao Takano was making digital art nearly 20 years before it became mainstream. Behold, the cybergram. https://t.co/Ca5cLO1vrw",2020-06-09 21:16:38,22,80,1347456
52,GettyMuseum,@muanoraps Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-09 21:07:06,0,1,1347456
53,GettyMuseum,@CharissaAfshar Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-09 20:37:46,0,0,1347456
54,GettyMuseum,"This #PrideMonth , we're sharing artworks that bring to life the meanings behind the colors in the rainbow Pride flag 🏳️‍🌈

https://t.co/2GlH1quULa",2020-06-08 23:31:18,16,64,1347456
55,GettyMuseum,"Happy Pride.

Pride, as we know it today, grew out of the June 1969 Stonewall uprising led by activists of color Marsha P. Johnson and Sylvia Rivera.

We wave our rainbow flags in June to thank them. https://t.co/EebOiYKyfm",2020-06-08 23:31:18,16,48,1347456
56,GettyMuseum,@F1Griffin Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-08 18:59:18,0,1,1347456
57,GettyMuseum,@InLindon Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-08 14:56:56,0,0,1347456
58,GettyMuseum,@emmar52607791 Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-08 14:54:56,0,0,1347456
59,GettyMuseum,@thisisfisk Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-08 14:54:16,0,2,1347456
60,GettyMuseum,@marion_morel Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 21:55:35,0,0,1347456
61,GettyMuseum,@johnfbowers @MuseumModernArt @SFMOMA @TheBroad @nytimesfashion Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 21:52:53,0,1,1347456
62,GettyMuseum,@Alan_Terrell Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 21:51:49,0,0,1347456
63,GettyMuseum,@Miss_Kitsch1986 Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 21:51:12,0,0,1347456
64,GettyMuseum,@kennySHARKchung Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 21:50:27,0,0,1347456
65,GettyMuseum,@Alcyone96 Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:34:08,0,0,1347456
66,GettyMuseum,@davidhorvitz @whitneymuseum Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:32:38,0,0,1347456
67,GettyMuseum,@will_hargreaves Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:28:33,0,0,1347456
68,GettyMuseum,@PeterOrmosi Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:27:52,0,0,1347456
69,GettyMuseum,@CyrilCunin Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:26:23,0,0,1347456
70,GettyMuseum,@QcIllustration Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:25:51,0,0,1347456
71,GettyMuseum,@macmilrc Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:24:32,0,0,1347456
72,GettyMuseum,@ellen_katherine Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:23:29,0,0,1347456
73,GettyMuseum,@petedan54 Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:22:44,0,0,1347456
74,GettyMuseum,@MrMcHaddock Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:20:31,0,0,1347456
75,GettyMuseum,@jeremtardiv Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:18:20,0,0,1347456
76,GettyMuseum,@clengyujulve Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:16:34,0,1,1347456
77,GettyMuseum,@imccaig1 Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:14:58,0,0,1347456
78,GettyMuseum,@hollerbaam Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:12:33,0,0,1347456
79,GettyMuseum,@AvonnaSwartz Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:07:19,0,0,1347456
80,GettyMuseum,@oaklandian Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:03:41,0,1,1347456
81,GettyMuseum,@Anthony5x5 Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 20:02:07,0,1,1347456
82,GettyMuseum,@marion_morel Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 19:59:03,0,0,1347456
83,GettyMuseum,@kikuflower @RISDMuseum Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 19:57:01,0,1,1347456
84,GettyMuseum,@suzanne_moore Hi! We love this re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 15:20:34,0,0,1347456
85,GettyMuseum,@SusieBecks @FitzMuseum_UK Hi! We love this re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 15:15:30,0,2,1347456
86,GettyMuseum,@ArtHistoryYork Hi! We love this re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 15:11:28,0,2,1347456
87,GettyMuseum,@Rose57613715 Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 15:08:02,0,0,1347456
88,GettyMuseum,@DebbieAxiak Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 14:58:01,0,0,1347456
89,GettyMuseum,@MetzgerChristof Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 14:55:26,0,0,1347456
90,GettyMuseum,@lindahubbardart Hi! We love your re-creation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 14:51:31,0,1,1347456
91,GettyMuseum,@AnnErkenbrecher Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu!,2020-06-05 14:47:54,0,0,1347456
92,GettyMuseum,@EDHSArtTeach @EDAztecs_HS Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu!,2020-06-05 14:46:05,0,1,1347456
93,GettyMuseum,@alicelayoung @V_and_A Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 00:42:24,0,0,1347456
94,GettyMuseum,@mycoolwelchxox Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 00:40:09,0,1,1347456
95,GettyMuseum,@matt_homer Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 00:37:36,0,0,1347456
96,GettyMuseum,@rokajuad Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 00:34:01,0,0,1347456
97,GettyMuseum,@MaracasFlute Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 00:16:16,0,0,1347456
98,GettyMuseum,@homebabysitting Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 00:09:27,0,1,1347456
99,GettyMuseum,@jespider5 Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 00:02:24,0,1,1347456
100,GettyMuseum,@casa_malta Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-05 00:00:26,0,0,1347456
101,GettyMuseum,@Mamecia2017 @ErniefrmdaBronx Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:58:11,0,1,1347456
102,GettyMuseum,@wrn50740658 Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:55:49,0,0,1347456
103,GettyMuseum,@rokajuad Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:54:26,0,0,1347456
104,GettyMuseum,@VoiceSLPChris Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:50:58,0,0,1347456
105,GettyMuseum,@cves359 @CarterSorden Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:42:04,0,2,1347456
106,GettyMuseum,@itsme_kaylab Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:40:36,0,2,1347456
107,GettyMuseum,@JimCarruthers58 Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:39:46,0,0,1347456
108,GettyMuseum,@danniestar Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:36:56,0,1,1347456
109,GettyMuseum,@ConfluencesP Hi! We love your recreation and would like to talk to you about possibly including it in an upcoming Getty project. Please send us an email at offthewalls@getty.edu,2020-06-04 23:33:50,0,0,1347456
110,GettyMuseum,@KHSArtDirMusic @KHSWarwick Love it.,2020-06-03 03:41:36,0,1,1347456
111,GettyMuseum,"@chapps Thanks so much for taking the time to read and respond. As you note, this is just a brief statement to begin; more will follow.",2020-06-02 03:39:37,0,1,1347456
112,GettyMuseum,"@chapps Appreciate your caring enough to comment. Our president issued a new message today with an apology for yesterday’s statement. Let us know your thoughts. 

https://t.co/77Eryka5xE",2020-06-02 03:22:00,0,3,1347456
113,GettyMuseum,"“Racism has persisted in our cities and communities for far too long. It has to stop.”

A new message from Getty president Jim Cuno: https://t.co/xjFuAmFfrL https://t.co/XsTQxJb9q7",2020-06-02 01:25:11,39,118,1347456
114,GettyMuseum,@debscavator Thanks so much for taking the time to comment. Will do so now.,2020-06-02 01:21:37,0,0,1347456
115,GettyMuseum,A message from Getty president James Cuno: https://t.co/xjFuAmFfrL https://t.co/UhyVUOTRsO,2020-06-02 01:05:35,3,25,1347456
116,GettyMuseum,@GioZappa Wonderful!,2020-06-01 14:57:01,0,0,1347456
117,GettyMuseum,"At this deeply disturbing time, our hearts go out to our beloved Los Angeles community and all those around the nation feeling the pain of this moment. 

We stand for equity &amp; fairness, and we share your hope for justice and peace for all, and a spirit of caring for one another.",2020-05-31 23:54:57,30,192,1347456
118,GettyMuseum,@Desideratist So sweet!,2020-05-30 17:29:10,0,1,1347456
119,GettyMuseum,"Agree? Disagree? Please don't come for us, we're just here to nerd out about art history.🙂

Full ranking justification here:

https://t.co/rPTkH27VrI",2020-05-28 19:11:35,6,29,1347456
120,GettyMuseum,"10 Disney animated films ranked by our medievalists as most to least medieval:

1. Robin Hood 🥇
2. Sword in the Stone🥈
3. Sleeping Beauty 🥉
4. Brave
5. Hunchback of Notre Dame
6. Moana / Mulan tie
7. Emperor's New Groove
8. Aladdin
9. Black Cauldron
10. Snow White https://t.co/9CiTExiDXA",2020-05-28 19:11:35,16,48,1347456
121,GettyMuseum,"1. Robin Hood

Medieval history, both real and legendary, all set to some catchy tunes—what more could you ask for? Robin Hood is one of the most enduring and famous figures from medieval English folklore.

Overall ranking: 🏰🏰🏰🏰🏰 https://t.co/xWFPWlBlXl",2020-05-28 19:11:33,3,27,1347456
122,GettyMuseum,"2. The Sword in the Stone

Merlin references the London Times (founded 1785), saying it “won’t be out for another twelve hundred years.” Doing the math sets the film around 585. But the aesthetic evokes the High Middle Ages (about 1000–1300).

Overall ranking: 🏰🏰🏰🏰1/2 https://t.co/Wu4TMgYIJZ",2020-05-28 19:11:31,1,16,1347456
123,GettyMuseum,"3. Sleeping Beauty

Sleeping Beauty is based on a tale that finds its early origins in a 14th-century romance text, filtered through the 17th-century French author Charles Perrault and, of course, the Brothers Grimm.

Overall ranking: 🏰🏰🏰🏰½ https://t.co/90nOYQVZda",2020-05-28 19:11:29,1,8,1347456
124,GettyMuseum,"4. Brave

Runic inscriptions, petroglyphs, and a stonehenge connect this fantasy medieval world with art and architecture that one can still explore today in Scotland, England, and elsewhere.

Overall ranking: 🏰🏰🏰🏰 https://t.co/U3Tv4ILeMw",2020-05-28 19:11:28,1,7,1347456
125,GettyMuseum,"5. The Hunchback of Notre Dame

Set in late 15th-century Paris, there are plenty of medieval places, attitudes, and hierarchy. The Feast of Fools (January 6), around which the tale turns, was observed in France by people before the 16th century.

Overall ranking: 🏰🏰🏰½ https://t.co/rhHjdkTfwe",2020-05-28 19:11:26,1,7,1347456
126,GettyMuseum,"Also 6 (a tie!) Mulan

The story of a girl who disguises herself as a soldier in her father’s stead can be read in the 31-couplet Ballad of Mulan. Given the brevity of the text, Disney took liberties to expand the content, veering into cultural parody.

Overall ranking: 🏰🏰🏰 https://t.co/nQ8CgslRqs",2020-05-28 19:11:24,2,6,1347456
127,GettyMuseum,"6. Moana

An archaeological look at the film suggests a date range of 1000–1500, the period when Pacific voyagers began actively sailing to Central and Eastern Polynesia.

Overall ranking: 🏰🏰🏰 https://t.co/Pipns3izmQ",2020-05-28 19:11:22,2,4,1347456
128,GettyMuseum,"7. The Emperor's New Groove

The Inca sovereign, but make him a llama. The Inca ruled the Andean world, which included parts of Peru, Bolivia, Ecuador, and Chile, from about the 1100s until the Spanish conquest of 1572. 

Overall ranking: 🏰🏰½ https://t.co/5XuNlFfATz",2020-05-28 19:11:20,1,6,1347456
129,GettyMuseum,"8. Aladdin

Set anywhere from the 4th to the 18th century, Disney’s culturally problematic retelling of a tale about a guy who gets the girl thanks to magical intervention.

Overall ranking: 🏰🏰 https://t.co/DyI9JRcL4n",2020-05-28 19:11:18,2,5,1347456
130,GettyMuseum,"9. Black Cauldron

Every character is somehow the worst character in this extremely bizarre attempt at medieval worlding. The story has plenty of medieval fantasy elements, but their combination is just so weird.

Ranking: 🏰1/2 https://t.co/r52xazZMlK",2020-05-28 19:11:16,1,3,1347456
131,GettyMuseum,"10. Snow White

A surprisingly dark (casual assassination attempt, anyone?) film that’s pretty true to the Brothers Grimm original, with misogyny straight out of 1937.

Ranking: 🏰 https://t.co/NhrsWk7qIa",2020-05-28 19:11:14,1,6,1347456
