,Username,Tweet,Date,Number of Retweets,Number of Likes,Number of Followers
21,mfaboston,"@1Luv1King Thanks for reaching out—we can't wait to welcome you back to the Museum! We're not sure when exactly we can reopen for you yet, but please stay tuned on social media for when we can announce that information!",2020-06-16 13:47:26,0,1,403004
22,mfaboston,"This year, we are taking our eighth annual #Juneteenth event online to honor the contributions of Black creatives, scholars and artists to the City of Boston. See the full lineup of activities and performances, sponsored by @Chase: https://t.co/5JGcilMtbe #mfaJuneteenth https://t.co/yzTAPlc1Dv",2020-06-11 22:13:01,44,70,403004
23,mfaboston,"We're honored to share a reflection on the MFA's iconic #HarrietPowers quilt from artist Michael C. Thorpe, who creates quilts of how he sees the world using techniques taught to him by his mother: https://t.co/J3H6L3K4j7 #ShareBlackStories #BlackLivesMatter https://t.co/dGF3rYTrk5",2020-06-03 20:00:02,25,61,403004
24,mfaboston,"""The last days in Minneapolis, in Boston, and across the United States have been devastating. The killing of George Floyd, and many others before him, is intolerable. It is unjust.""

Read the entire statement from MFA Director Matthew Teitelbaum: https://t.co/XftdZ2sRKF https://t.co/ixoYoFUY6v",2020-06-01 22:00:04,13,45,403004
25,mfaboston,"Jas Knight (@jasnyt) is a master of figurative oil painting and drafting 🎨 ✏️ Join us tomorrow at 2 pm EST for a conversation and live Q&amp;A with the Brooklyn-based artist about his career, technique and practice: https://t.co/QhPLGQzTH2 https://t.co/mgMWDdkP4W",2020-05-30 21:00:02,3,12,403004
26,mfaboston,"We're incredibly saddened to hear of Elsa Dorfman’s passing. Like the Polaroids she's famous for, Elsa is one-of-a-kind. The beloved Cambridge photographer’s legacy lives on in the beautifully rendered portraits she so generously created &amp; shared with us for so many years.⁣ https://t.co/Oqxsc0JKJz",2020-05-30 18:30:03,23,60,403004
27,mfaboston,"Happy 105th birthday to #CarmenHerrera! 🎂 ⁣ The artist's signature hard-edge geometric abstractions exhibit a precision and spatial awareness that recalls her early training as an architect in her hometown of Havana. 

🎨: ""Blanco y Verde (#1)"" (1962), oil on canvas https://t.co/YFyqRoyiol",2020-05-30 16:30:01,7,25,403004
28,mfaboston,"#JohnWilson held a lifelong commitment to addressing social justice in his art. ⁣The late Boston artist's wife Julie has said that his aim was to ""deliver a message to people about Black dignity, about racial justice, about poor people trying to get a better deal in life.""⁣ https://t.co/iU46XebOhe",2020-05-30 13:57:52,21,56,403004
29,mfaboston,"Jas Knight (@jasnyt) is a master of figurative oil painting and drafting 🎨 ✏️ Join us on Sunday, May 31 at 2 pm EST for a conversation and live Q&amp;A with the Brooklyn-based artist about his career, technique and practice: https://t.co/3G7pXbTNlT https://t.co/n2LIyNiKBa",2020-05-28 23:00:02,3,11,403004
30,mfaboston,"Today, we're proud to announce a series of new initiatives in support of contemporary artists in Boston and nationwide. Read more about our upcoming acquisitions and the Living Artist Membership, launching this summer: https://t.co/04flJ9Usiz

🎨 : ""Resting"" (2019), Ramiro Gomez https://t.co/wV4RJ4pOCT",2020-05-28 20:05:01,18,38,403004
31,mfaboston,"Starting this evening, #Shavuot is a major ancient festival found in the Hebrew Bible. It celebrates the giving of the Ten Commandments &amp; the Torah at Mount Sinai. This Dutch Hebrew Torah (18th c.) shows Moses holding the Tablets of the Law &amp; his brother Aaron, the high priest. https://t.co/Yh6ktDdyFb",2020-05-28 12:00:01,7,16,403004
32,mfaboston,"We're live with @djsaucylady as part of our digital DJ residency! Join us now on @Twitch to watch her spin a set inspired by ""Writing the Future: #Basquiat and the #HipHopGeneration"" 🎶  https://t.co/7Y943BZqcA https://t.co/VXS40u3rrs",2020-05-28 01:05:03,2,12,403004
33,mfaboston,"""We look at this portrait of a serious yet approachable man...and we feel like we know him.""

🎧 Tune in to our podcaster-in-residence @lonelypalette's re-released episode on Vincent #VanGogh's ""Postman Joseph Roulin"" (1888)⁣⁣: https://t.co/LpRSQ88BLL #MuseumFromHome https://t.co/syXSICKhTm",2020-05-27 21:00:01,8,32,403004
34,mfaboston,Answer: Dovecote!,2020-05-27 18:12:39,0,1,403004
35,mfaboston,"For those of you who need a reminder, it's #HumpDay! Get through your Wednesday with this steadfast camel from China's Sui dynasty.

🐪: Camel with musical instrument-pipa (7th century), earthenware with ivory-white glaze and applied motif https://t.co/p3JUB6BIf1",2020-05-27 12:00:01,10,54,403004
36,mfaboston,"""The record of a place &amp; a time &amp; a togetherness we can only hope one day to experience again."" Read more in @nytimes about our ""Writing the Future"" catalogue, edited by co-curators @lizmunsell &amp; @StalkinHeads &amp; distributed by @artbook: https://t.co/MFkFEdW4wO #HipHopGeneration https://t.co/e6oROPkEEn",2020-05-26 21:30:16,5,23,403004
37,mfaboston,"#DorotheaLange, born #onthisday in 1895, had a deep-seated belief in photography as a tool for social change. Her empathetic response to her subjects set her work apart from many of her contemporaries. 

📷: ""Migrant Family, Texas"" (1936), photograph, gelatin silver print https://t.co/h3KJj4EkQP",2020-05-26 21:00:01,20,63,403004
38,mfaboston,"#TriviaTuesday: Joseph Cornell made this compartmentalized box with wooden beads &amp; spelling blocks around 1952. It's named after what structure intended to house pigeons or doves?

Find the answer and read a personal response to the work on our blog: https://t.co/zOM9kP99kK https://t.co/1l4hTZmJFc",2020-05-26 13:09:41,7,25,403004
39,mfaboston,"#LucianFreud’s late self-portraits are increasingly built up with thick layers, by turns smoothed and scratched, as though responding to changes in his physical appearance. See installation views of #FreudSelfPortraits, which was scheduled to close today: https://t.co/OgcP3UlYuG https://t.co/W9Q3G9EaaT",2020-05-25 21:00:01,10,41,403004
40,mfaboston,"As we mark #MemorialDay, take a look at these boldly designed color lithographic posters used during World War I (1914–1918). They were intended to promote recruitment for @USArmy, @AmericasNavy, Marines (@USMC) and Air Service (@usairforce) 🇺🇸 https://t.co/yiNYMluI5q",2020-05-25 12:00:05,11,50,403004
41,mfaboston,"At first glance, #ThomasCole’s ""River in the Catskills"" (1843) may seem like a typical 19th-century landscape. But upon close inspection you can see a steam locomotive 🚂 This work is considered to be the earliest known American oil painting to depict a train. #MuseumFromHome https://t.co/ZKIRxSqCZf",2020-05-24 21:00:01,29,117,403004
42,mfaboston,"This glittering platinum-and-diamond necklace (about 1903, probably by @Boucheron), once owned by Clarice de Rothschild, could also be worn as a tiara. It has a total of 570 old European and single-cut diamonds—approximately 14 carats! #NationalTiaraDay 💎 https://t.co/FsNJiYhmCc",2020-05-24 12:00:01,15,43,403004
43,mfaboston,Hoot...hoot... it's #SaturdayNight! What are you night owls up to? ✨ 🦉 https://t.co/gjhTZVYltB,2020-05-24 01:00:03,25,137,403004
44,mfaboston,"#WilliamMerrittChase's park scene is new in both style and subject—it uses the bright palette and divided brushstrokes of Impressionism and it shows a new trend in the United States for urban leisure.

🎨: ""Park Bench"" (about 1890), oil on canvas https://t.co/YDs6aEfXv6",2020-05-23 12:00:01,8,38,403004
45,mfaboston,"#MaryCassatt, born #onthisday in 1844, was 19th-century America’s most modern painter. In 1877, Edgar Degas invited her to show her work with his small circle—she became one of 3 women, &amp; the only American, ever to join the Impressionists.

🎨: ""Study for The Banjo"" (about 1894) https://t.co/N7TkaGiwZp",2020-05-22 22:00:01,43,150,403004
46,mfaboston,"Desperate for answers about the theft of her two paintings, a Czech artist seeks out and befriends the career criminal who stole them. Check out ""The Painter and the Thief,"" now available for rent in MFA Film's virtual screening room: https://t.co/Tz5iupqkCR 🎞️ https://t.co/EBl7Xia32Y",2020-05-22 21:00:43,8,28,403004
47,mfaboston,@tanjahollander We can't wait!,2020-05-22 17:25:12,0,1,403004
48,mfaboston,"Every Friday for the remainder of our temporary closure, we’re spotlighting artists from the Boston area and beyond—bringing you insights into how the current moment has forced them to reinvent their practice. Head over to our Instagram to learn more about Michael &amp; his work! ✨ https://t.co/UqIAhymv3t",2020-05-22 14:23:09,9,20,403004
49,mfaboston,"“This is a crazy time, and there is a lot of pressure for creatives to create. I don’t think that’s fair. We are all going to experience this situation differently. Do whatever you need to do to be physically and mentally well, and the work will come."" —Michael C. Thorpe https://t.co/xO2lhXnzgl",2020-05-22 14:10:31,24,63,403004
50,mfaboston,"@jenniferbaer We love your posters! If you don't mind DMing us your email address or shooting us a note at pr@mfa.org, our Curator of Design, Meghan Melvin, would love to be in touch.",2020-05-22 13:21:33,0,1,403004
51,mfaboston,"#LucianFreud belongs to a rich history of artists depicting themselves. The MFA’s collection of self-portraits represents the breadth of the genre, with work in a variety of mediums by artists from diverse cultures &amp; times. Explore: https://t.co/dKaxCRSb9I #FreudSelfPortraits https://t.co/5EOXOTxIiv",2020-05-21 21:00:03,1,17,403004
52,mfaboston,"On #GlobalAccessibilityAwarenessDay, we're missing being able to offer in-gallery access programs for all—from Feeling for Form tours for blind and low-vision visitors to ASL-led Spotlight Talks on highlights from the collection. #GAAD⁣ https://t.co/3qAwaHoilL",2020-05-21 13:00:04,3,16,403004
53,mfaboston,"We're live with @DJ_SlickVick as part of our digital DJ residency! Join us now on Instagram Live to watch her spin a set inspired by ""Writing the Future: #Basquiat and the #HipHopGeneration"" 🎶  https://t.co/9xPhIk1dTV (📷: Malakhai Pearson) https://t.co/400gMsi0jx",2020-05-21 00:10:02,2,13,403004
54,mfaboston,"There are many great party scenes in our collection, but ""Cocktails"" by Archibald Motley is always a favorite! Excellent choice @googlearts ❤️ https://t.co/s1SN1vkYr8",2020-05-20 20:02:54,12,53,403004
55,mfaboston,"Our plans / 2020 😥 

🎨: ""Long Branch, New Jersey"" (1869), #WinslowHomer; ""Approaching Storm: Beach near Newport"" (about 1861–62), #MartinJohnsonHeade https://t.co/8RHAoGAT1T",2020-05-20 18:00:02,32,84,403004
56,mfaboston,"""Empathy is a key word to associate with Expressionists... they wanted you to feel what they were feeling."" 

Tune in to our podcaster-in-residence @lonelypalette's re-released episode on #ErnstKirchner's ""Reclining Nude"" (1909): https://t.co/vOtQERazBd #MuseumFromHome https://t.co/GUBp83tSuv",2020-05-20 14:15:01,10,39,403004
57,mfaboston,@slampreasoprano Amazing! ❤️,2020-05-20 12:19:11,0,1,403004
58,mfaboston,"#Monet’s scenes often resonate with Japanese woodblock prints, which he admired and collected. Can you spot the similarities and differences between these two works? 🧐

🎨: ""Seacoast at Trouville"" (1881), Claude Monet; ""Yokkaichi: Mie River"" (about 1833–34), Utagawa Hiroshige I https://t.co/zw2ZnqjSXd",2020-05-19 21:00:02,54,165,403004
59,mfaboston,"#TriviaTuesday: This tiny painting—only 5 1/8 by 2 3/4 inches—shows a Jewish scholar absorbed in study. On the top left are the Hebrew words for “God is one,"" a phrase from which Jewish prayer recited each morning and evening? Learn more on our blog: https://t.co/WEBioeW3A7 https://t.co/koYaz1dheV",2020-05-19 13:02:48,4,35,403004
60,mfaboston,@TheNewGus Thank you for sharing! Proud to be one of your favorite musuems ❤️,2020-05-19 12:19:54,0,0,403004
61,mfaboston,"💌 ""When it’s safe to go outside I’m taking myself on a museum date and that’s that!"" — golnazhafizi⁣⁣⁣⁣⁣⁣⁣ via Instagram https://t.co/BEqc0mZENG",2020-05-18 16:01:28,0,13,403004
62,mfaboston,"💌 ""Quarantine got me posting again. At the MFA with this munchkin."" — scott.xw⁣⁣⁣⁣⁣⁣ via Instagram https://t.co/HPEtU1GpsU",2020-05-18 16:01:27,0,4,403004
63,mfaboston,"💌 ""The MFA is such a special place to me. It’s a welcome break from the world, a mini-vacation. As many times as I have been there, I get the same giddy excitement about going every single time."" —Judith Sonder ⁣via Facebook",2020-05-18 16:01:27,0,0,403004
64,mfaboston,"💌 ""Remembering what it was like to get dressed and go to the @mfaboston."" — millennialmoon via Instagram https://t.co/Au2235URAv",2020-05-18 16:01:26,0,2,403004
65,mfaboston,"💌 ""I miss standing, staring, surrounded by a room of people standing and staring at something created from nothing decades before any of us were born."" —Marguerite Mullaney
⁣
💌 ""I ❤️ MFA. I feel so free when I’m there... almost like being in another world."" —Tyra Hanson⁣",2020-05-18 16:01:26,0,0,403004
66,mfaboston,"We miss you, Boston, and can't wait to be reunited in the galleries 💙💛 Until then, photos and messages like these—posted by our community—keep us going 👇 #InternationalMuseumDay

📷: @maddieyardley via Instagram https://t.co/uZV2J2GP2A",2020-05-18 16:01:26,14,65,403004
67,mfaboston,Make the best ✨ impression ✨ in your next meeting with the help of #Monet! Transport your next meeting to the French countryside or stop by the artist's famous garden. Download our new backgrounds for free: https://t.co/shQkd9rdgU https://t.co/G7e2t1yKz0,2020-05-18 11:00:01,6,20,403004
68,mfaboston,"#Monet’s work has been collected &amp; appreciated in Boston since the late 19th century. Learn more about how some of his paintings came to the MFA from our historian, Maureen Melton 🧐 https://t.co/ZwZF4aKvBv

🎨: ""Grainstack (Snow Effect)"" (1891); portrait of donor Annie Lamb https://t.co/ajlsg2A7zQ",2020-05-17 13:30:02,15,59,403004
69,mfaboston,"🎨: ""Woman with Flowers"" (1868), oil on panel, Sir Lawrence Alma-Tadema; recreation by emmarrrrc on Instagram https://t.co/EUFQ21yeqR",2020-05-16 21:32:50,7,26,403004
70,mfaboston,"🎨: ""Dog at Rest"" (1650), oil on panel, Gerrit Dou⁣⁣⁣; recreation by MFA Associate Guide Susan Roudebush https://t.co/00T8SuAMuF",2020-05-16 21:31:17,13,37,403004
71,mfaboston,"🎨: ""Belcolore"" (July 1863), oil on canvas, Dante Gabriel Rossetti; recreation by @SueCramptonz

#GettyMuseumChallenge #TussenKunstenQuarantaine https://t.co/VFqB39qkxs",2020-05-16 21:28:47,2,12,403004
72,mfaboston,"🎨: ""Paul Revere"" (1768), oil on canvas, John Singleton Copley; recreation by @RobinMBernstein

#GettyMuseumChallenge #TussenKunstenQuarantaine https://t.co/YsfPuDkPIY",2020-05-16 21:26:44,6,32,403004
73,mfaboston,"Okay, maybe just a few more...⁣⁣⁣
⁣⁣⁣
Keep these #BetweenArtAndQuarantine recreations coming and make sure to tag #mfaBoston!⁣⁣⁣ 😍😂

🎨: ""Portrait of a Young Married Couple"" (about 1621-22), oil on panel, Jacob Jordaens; recreation by narine_kostanyan on Instagram. https://t.co/fonWMfh1Rl",2020-05-16 21:24:25,19,68,403004
74,mfaboston,"“Draw lines, young man, and still more lines, both from life and from memory, and you will become a good artist.” In 1855, Edgar #Degas met Jean-Auguste-Dominique #Ingres, whom he deeply admired, and never let go of this advice from the older artist. #NationalDrawingDay https://t.co/we5bcU8NVT",2020-05-16 12:00:02,49,155,403004
75,mfaboston,"#LucianFreud delighted in painting flora &amp; staged several self-portraits using plants. In “Interior with Plant, Reflection Listening (Self-portrait)” (1967–68), he depicts a fragment of his reflection cupping a hand to his ear &amp; peering through a houseplant. #FreudSelfPortraits https://t.co/1C2uVOBYJw",2020-05-15 21:00:02,9,28,403004
76,mfaboston,"For #FridayReads, bring the magic of #Monet into your home with ""Monet: Paintings at the Museum of Fine Arts, Boston,"" an introduction to our collection of the beloved artist's work: https://t.co/UC7CLOoTDc 📖 https://t.co/PiYIKNqshi",2020-05-15 12:00:01,14,45,403004
77,mfaboston,"Are you missing #mfaPlaydates? We're here for you with MFA Playdates at Home! This week, we're reading ""Up in the Garden and Down in the Dirt"" &amp; looking at a painting of flowers before making a flower crown using materials you can find at home: https://t.co/UWDV0y5kRm 🌸 🌼 🌻 https://t.co/tBqIRElOBz",2020-05-14 21:00:01,7,12,403004
78,mfaboston,@CallMeDer Thanks for joining us!,2020-05-14 12:15:35,0,1,403004
79,mfaboston,"If you love #Monet and the Impressionists, learn more about the context within which they lived, created, and exhibited in “A New Look at Impressionism.” The lecture series is available for free on YouTube: https://t.co/OQuBZ4SitX

🎨: ""Meadow with Poplars"" (about 1875), Monet https://t.co/5FLGxmSYRv",2020-05-14 12:00:02,42,111,403004
80,mfaboston,"Tune in at 8 pm tonight as we kick things off with Riobamba, only on Instagram Live! 🎶 The DJ residency is presented in conjunction with our exhibition ""Writing the Future: Basquiat and the #HipHopGeneration."" https://t.co/tkrdaWNM8X",2020-05-13 16:58:00,4,12,403004
81,mfaboston,Answer: Ghanaian kente weaving!,2020-05-13 13:25:09,0,6,403004
82,mfaboston,"El Anatsui worked with a team to assemble discarded bottle caps and wrappers into this metallic tapestry. The patterns made by some wrappers at lower right resemble what type of traditional Ghanaian weaving? Learn more on our blog, Art for This Moment: https://t.co/ZOoVIMXwns https://t.co/YElIo2zRgx",2020-05-12 12:15:49,19,71,403004
83,mfaboston,"We might be closed, but we're still here for you! Explore ""Monet and Boston: Lasting Impression"" from home: https://t.co/44pcvzYWAr

Have questions for exhibition curator Katie Hanson? Ask away &amp; she'll answer on Wednesday!

🎨: ""Morning on the Seine, near Giverny"" (1897), #Monet https://t.co/kImnBZpQKx",2020-05-11 18:00:02,26,95,403004
84,mfaboston,"Happy #MothersDay! In this 1985 photograph, Rosalind Solomon captures an innocent moment of familial love on New York's Brighton Beach. “I used the camera… to talk to myself and I discovered an inner voice,"" she has said. ""I realized that I was putting my voice into pictures.” https://t.co/uvXal776fE",2020-05-10 11:00:01,9,41,403004
85,mfaboston,"The columnar form and classical dress of the central figure in this painting by Abbott Handerson Thayer emphasize her stability and strength, as her arms extend protectively over the children. 

🎨: ""Caritas"" (1894–95), oil on canvas⁣ https://t.co/IGSu0VGYb2",2020-05-09 21:00:00,4,28,403004
86,mfaboston,"We're seeing double! 😍😍 #Monet often painted the same subject at different times of day to explore the effects of light.

Discover our #mfa150 exhibition ""Monet and Boston: Lasting Impression"" online: https://t.co/peVPETBpmo

🎨: ""Water Lilies"" (1907) &amp; ""Water Lilies"" (1905) https://t.co/fUrMnJrOK9",2020-05-09 13:00:03,32,126,403004
87,mfaboston,"MFA Film's virtual screening room features a thoughtful selection of groundbreaking films to rent, with new releases every Friday: https://t.co/rtaQ2gJdLB #MuseumFromHome

🎞️: Still from ""Cane River"" (1982) directed by Horace Jenkins, courtesy of Oscilloscope Films https://t.co/o2kuthblch",2020-05-08 23:00:01,1,10,403004
88,mfaboston,"A master code-switcher, #Basquiat proclaimed his own mixed Puerto Rican &amp; Haitian American identity in his work, as well as the legitimacy of these cultures in the realm of fine art. #HaitianHeritageMonth

🎨: ""Six Crimee"" (1982), @MOCAlosangeles, featured in ""Writing the Future"" https://t.co/5GBmX5rYFp",2020-05-08 21:00:01,8,39,403004
89,mfaboston,@lonelypalette 🙏 We're so glad you like it!,2020-05-08 12:34:26,0,1,403004
90,mfaboston,"Tune in Sunday at 2 pm for a virtual performance by Lilit Hartunian, presented in conjunction with ""#Monet and Boston: Lasting Impression"" 🎻 The contemporary classical violinist will perform pieces by S.C. Eckhardt-Gramatté, Erik Satie &amp; Claude Debussy: https://t.co/C96KDuOGKp https://t.co/ZtwQSABDd8",2020-05-08 12:00:04,6,15,403004
91,mfaboston,"""The Talmudist"" (1919) was painted by Jacob Binder, a successful Russian Jewish portraitist who had studied with John Singer Sargent. In 1925, members of the Boston Jewish community donated this work to the MFA. #JewishAmericanHeritageMonth #OurSharedHeritage https://t.co/aDKo62J5vU",2020-05-07 22:14:36,18,63,403004
92,mfaboston,"A reviewer of our 1927 #Monet exhibition wrote, “...He has taught the crowd to see better and more truly. He taught the world to see, but taught it only with his pictures.”  What does the artist mean to you?

🎨: ""Poppy Field in a Hollow near Giverny"" (1885), Claude Monet https://t.co/8QtyerzErn",2020-05-07 13:23:37,51,181,403004
93,mfaboston,"@barrieshhh Thank you, it's fantastic!",2020-05-07 13:21:15,0,1,403004
94,mfaboston,"""There's just no way to really look at #Rembrandt van Rijn, the Dutch Old Master nonpareil, without reflecting on age."" Tune in to @lonelypalette's episode on ""Portrait of Aeltje Uylenburgh"" (1632), part of #MuseumFromHome with our podcaster-in-residence: https://t.co/8WYF4hwcJF https://t.co/Y1gzpECUxG",2020-05-06 21:00:01,6,23,403004
95,mfaboston,"Drawn from our Howard Greenberg Collection, this photograph is featured in “Life Magazine and the Power of Photography,” an exhibition co-organized by @PUArtMuseum and the MFA.",2020-05-06 16:04:10,0,5,403004
96,mfaboston,"In 1951, @LIFE staff photographer W. Eugene Smith spent a month documenting the story of Maude Callen, a nurse midwife operating a community clinic out of her home in South Carolina. On #NationalNursesDay, we thank all the heroes working on the front lines of today’s crisis 💙 https://t.co/P5W0bHxl4m",2020-05-06 16:03:32,10,31,403004
97,mfaboston,"#ErnstKirchner, born #onthisday in 1880, suffered a mental &amp; physical collapse after WWI. He then settled in Switzerland, hoping the mountain air would cure mind &amp; body. He turned to painting the Alps, with bold colors &amp; coarse brushwork, suggesting man at peace with nature. https://t.co/nNm56JE2vd",2020-05-06 15:00:02,9,41,403004
98,mfaboston,Answer: Grinding pigments!,2020-05-06 14:54:34,0,8,403004
99,mfaboston,"While you wait to see ""Monet and Boston: Lasting Impression"" in person, we hope you'll enjoy an immersive virtual peek at the exhibition—organized in honor of #mfa150—on our website: https://t.co/j9FEbe7JdP 

Thanks to @BankofAmerica for their support of the exhibition! https://t.co/AAVQfTGOvi",2020-05-06 13:04:11,60,142,403004
100,mfaboston,@LustyLovah Love it!,2020-05-06 11:58:12,0,1,403004
101,mfaboston,Read more about the historic agreement between the MFA and @MassAGO: https://t.co/7vVYXsalGJ,2020-05-05 22:55:11,0,2,403004
102,mfaboston,"“Working with @MassAGO and the Davis Leadership Academy, we have the opportunity to create a new model of inclusion and diversity to serve Boston and we hope to set an example for others to follow."" From Matthew Teitelbaum, Ann and Graham Gund Director: https://t.co/xDEWoIg2ap https://t.co/EfqccQgnQV",2020-05-05 22:54:58,6,25,403004
103,mfaboston,"#TriviaTuesday: In this work by Rembrandt, an artist confronts his easel in a studio bare of everything except his essential tools. Depicted beside him is a stone, which would have been used for what purpose? Read more on our Art for This Moment blog: https://t.co/ybNTeYIqsx https://t.co/uUtZ94fIit",2020-05-05 18:41:42,9,61,403004
